Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Honda,Civic,2004,1.8,Petrol,Automatic,119745,3,2,6205
Kia,Rio,2016,2.0,Diesel,Semi-Automatic,234734,4,4,6205
Chevrolet,Equinox,2007,2.8,Electric,Semi-Automatic,239827,4,4,6203
Ford,Focus,2006,4.9,Hybrid,Manual,279830,3,5,6203
Ford,Explorer,2012,3.1,Hybrid,Semi-Automatic,279835,5,1,6203
Toyota,RAV4,2002,3.7,Electric,Manual,209831,4,3,6203
Audi,A4,2001,4.7,Hybrid,Manual,194851,2,5,6202
Chevrolet,Equinox,2013,1.1,Diesel,Semi-Automatic,144900,3,2,6202
Audi,A3,2006,1.9,Diesel,Semi-Automatic,80059,4,4,6198
Volkswagen,Golf,2013,1.8,Electric,Semi-Automatic,280142,4,3,6197
Ford,Focus,2010,1.4,Electric,Automatic,290186,5,1,6196
Chevrolet,Equinox,2003,1.9,Electric,Manual,135168,3,2,6196
Ford,Focus,2001,3.2,Hybrid,Automatic,195323,3,2,6193
Kia,Optima,2004,3.9,Electric,Manual,250312,4,3,6193
Kia,Sportage,2000,4.2,Hybrid,Semi-Automatic,155444,3,5,6191
Hyundai,Tucson,2010,2.9,Petrol,Automatic,265499,3,2,6190
Hyundai,Elantra,2002,1.2,Electric,Manual,85497,3,3,6190
Honda,Civic,2002,4.0,Electric,Manual,225497,5,1,6190
Volkswagen,Tiguan,2002,2.7,Diesel,Automatic,135483,2,3,6190
Chevrolet,Impala,2010,2.5,Electric,Semi-Automatic,270465,3,4,6190
Volkswagen,Passat,2010,2.3,Electric,Semi-Automatic,260528,3,5,6189
Toyota,Corolla,2014,1.6,Electric,Semi-Automatic,285729,2,5,6185
Kia,Optima,2008,3.7,Diesel,Manual,200783,2,1,6184
Volkswagen,Tiguan,2008,2.4,Hybrid,Automatic,260803,4,5,6183
BMW,X5,2011,2.3,Electric,Semi-Automatic,275808,3,3,6183
Honda,CR-V,2013,2.2,Hybrid,Manual,250855,5,2,6182
Honda,Civic,2006,3.7,Diesel,Automatic,245945,3,4,6181
Kia,Optima,2005,4.2,Hybrid,Manual,230974,3,1,6180
Kia,Rio,2005,4.3,Diesel,Manual,185991,2,1,6180
Hyundai,Tucson,2010,1.1,Electric,Manual,201048,4,4,6179
Volkswagen,Golf,2004,3.7,Diesel,Manual,141069,2,2,6178
BMW,3 Series,2006,4.4,Hybrid,Semi-Automatic,256129,5,1,6177
Kia,Optima,2006,3.8,Electric,Manual,276138,2,1,6177
Mercedes,GLA,2001,2.3,Electric,Automatic,201173,3,5,6176
Volkswagen,Tiguan,2002,4.0,Petrol,Automatic,201169,2,2,6176
Hyundai,Sonata,2000,1.1,Electric,Automatic,126235,2,3,6175
BMW,5 Series,2017,1.7,Diesel,Manual,236316,3,5,6173
Volkswagen,Golf,2013,2.5,Petrol,Manual,216392,2,5,6172
Kia,Rio,2005,3.1,Electric,Semi-Automatic,226621,4,2,6167
Toyota,Corolla,2004,3.0,Electric,Automatic,281618,4,1,6167
Toyota,Camry,2016,2.1,Hybrid,Semi-Automatic,291660,5,2,6166
Ford,Fiesta,2007,5.0,Diesel,Manual,251657,2,1,6166
Toyota,RAV4,2003,1.3,Electric,Semi-Automatic,106652,5,2,6166
Ford,Focus,2001,3.8,Hybrid,Automatic,226739,4,4,6165
Mercedes,GLA,2002,1.6,Hybrid,Manual,56708,3,4,6165
Mercedes,E-Class,2000,3.5,Diesel,Manual,71772,5,4,6164
Toyota,RAV4,2002,2.6,Electric,Automatic,231799,4,4,6164
BMW,5 Series,2004,4.1,Petrol,Manual,161857,4,5,6162
Volkswagen,Golf,2003,1.3,Hybrid,Semi-Automatic,57090,5,2,6158
Hyundai,Elantra,2007,1.4,Electric,Semi-Automatic,172065,5,5,6158
Chevrolet,Equinox,2009,1.2,Electric,Semi-Automatic,192340,4,4,6153
BMW,3 Series,2001,2.7,Electric,Automatic,222345,2,2,6153
Mercedes,E-Class,2001,4.7,Electric,Manual,247365,4,3,6152
BMW,5 Series,2002,2.4,Hybrid,Automatic,172380,2,1,6152
Chevrolet,Impala,2011,3.0,Petrol,Automatic,287480,2,5,6150
Ford,Fiesta,2006,3.3,Electric,Manual,252598,3,1,6148
Chevrolet,Malibu,2003,2.3,Petrol,Automatic,132667,4,3,6146
BMW,3 Series,2003,2.3,Electric,Semi-Automatic,157815,4,3,6143
Mercedes,GLA,2003,3.0,Hybrid,Automatic,217899,3,3,6142
Hyundai,Elantra,2019,1.1,Petrol,Semi-Automatic,237889,4,4,6142
Hyundai,Sonata,2002,2.4,Petrol,Automatic,122979,3,5,6140
Kia,Rio,2020,1.2,Petrol,Manual,257957,2,5,6140
Honda,Accord,2001,3.9,Electric,Automatic,283111,4,1,6137
Volkswagen,Passat,2006,3.3,Hybrid,Semi-Automatic,203140,3,1,6137
Ford,Fiesta,2010,4.3,Petrol,Semi-Automatic,263113,2,4,6137
Ford,Focus,2006,3.3,Petrol,Automatic,228327,5,1,6133
Audi,A4,2006,1.1,Diesel,Automatic,118381,3,3,6132
Mercedes,E-Class,2009,2.0,Petrol,Semi-Automatic,133496,4,3,6130
Honda,Accord,2009,1.4,Diesel,Manual,103573,3,5,6128
Audi,A3,2005,3.8,Diesel,Manual,163598,4,2,6128
Honda,CR-V,2007,1.7,Electric,Automatic,263647,3,3,6127
Mercedes,GLA,2001,1.9,Diesel,Automatic,83696,5,4,6126
Hyundai,Sonata,2012,1.8,Electric,Manual,268663,3,5,6126
Audi,A3,2004,3.9,Petrol,Automatic,228725,2,5,6125
Mercedes,E-Class,2001,2.6,Diesel,Manual,43761,5,5,6124
Hyundai,Tucson,2011,2.7,Electric,Manual,298757,3,5,6124
BMW,3 Series,2004,2.7,Diesel,Automatic,168782,5,4,6124
Chevrolet,Equinox,2021,1.0,Petrol,Semi-Automatic,263836,4,3,6123
Ford,Fiesta,2004,2.5,Petrol,Automatic,158888,4,2,6122
Volkswagen,Tiguan,2007,1.9,Diesel,Automatic,173998,2,3,6120
Kia,Rio,2000,1.6,Diesel,Automatic,54032,3,1,6119
Volkswagen,Golf,2012,3.2,Petrol,Semi-Automatic,239063,4,1,6118
Chevrolet,Impala,2001,3.5,Petrol,Manual,89104,2,5,6117
Volkswagen,Tiguan,2006,2.6,Electric,Manual,219205,5,5,6115
Hyundai,Sonata,2011,1.5,Diesel,Semi-Automatic,139296,4,5,6114
Hyundai,Elantra,2003,4.0,Petrol,Automatic,219313,2,5,6113
Volkswagen,Passat,2005,1.7,Hybrid,Automatic,184301,2,4,6113
Honda,Accord,2008,1.3,Diesel,Semi-Automatic,84405,2,2,6111
Audi,Q5,2020,1.6,Petrol,Semi-Automatic,279486,2,3,6110
Kia,Optima,2008,1.7,Electric,Semi-Automatic,204474,4,3,6110
Honda,Civic,2021,1.7,Diesel,Semi-Automatic,299534,3,1,6109
Kia,Optima,2010,1.9,Electric,Manual,244535,4,1,6109
Hyundai,Tucson,2017,1.3,Hybrid,Semi-Automatic,269629,4,5,6107
Toyota,RAV4,2007,3.7,Petrol,Manual,189740,3,3,6105
Hyundai,Elantra,2003,3.6,Hybrid,Automatic,249838,4,3,6103
Ford,Explorer,2004,1.5,Diesel,Automatic,109854,3,3,6102
Audi,A4,2006,1.5,Diesel,Manual,64890,3,3,6102
Audi,Q5,2013,3.2,Petrol,Semi-Automatic,254892,4,5,6102
BMW,5 Series,2018,2.2,Petrol,Semi-Automatic,279897,2,5,6102
Hyundai,Elantra,2000,1.3,Hybrid,Semi-Automatic,14927,3,3,6101
Mercedes,E-Class,2013,3.0,Diesel,Manual,245000,5,5,6100
Honda,Accord,2004,2.1,Diesel,Manual,64955,5,2,6100
Chevrolet,Equinox,2003,2.6,Hybrid,Automatic,199991,4,5,6100
Hyundai,Sonata,2004,1.7,Petrol,Manual,45002,2,4,6099
Volkswagen,Golf,2003,1.7,Petrol,Manual,30019,4,3,6099
Volkswagen,Tiguan,2004,1.4,Diesel,Automatic,105124,3,5,6097
Honda,Civic,2007,2.8,Electric,Manual,245164,2,1,6096
Volkswagen,Tiguan,2005,1.1,Hybrid,Semi-Automatic,80175,3,3,6096
Kia,Rio,2011,1.1,Petrol,Automatic,195258,4,2,6094
Kia,Optima,2012,2.4,Diesel,Semi-Automatic,200323,2,1,6093
BMW,X5,2002,3.5,Hybrid,Manual,155339,5,4,6093
Ford,Focus,2011,2.3,Diesel,Automatic,255372,5,5,6092
Mercedes,GLA,2002,3.7,Electric,Manual,215352,2,4,6092
Audi,A3,2011,3.4,Diesel,Semi-Automatic,235373,2,1,6092
Kia,Rio,2004,1.9,Diesel,Automatic,130458,3,3,6090
Volkswagen,Passat,2010,1.6,Hybrid,Automatic,255550,5,4,6089
Audi,Q5,2001,3.9,Electric,Automatic,285572,3,3,6088
Volkswagen,Passat,2005,3.1,Petrol,Semi-Automatic,130573,4,1,6088
Hyundai,Tucson,2006,5.0,Hybrid,Manual,290710,4,1,6085
Volkswagen,Passat,2006,1.6,Petrol,Semi-Automatic,70731,4,2,6085
Audi,Q5,2014,2.4,Petrol,Semi-Automatic,230787,3,1,6084
Volkswagen,Tiguan,2005,1.9,Hybrid,Automatic,195977,4,1,6080
Toyota,RAV4,2005,1.2,Petrol,Manual,35966,5,1,6080
Honda,Accord,2003,3.8,Electric,Semi-Automatic,236022,3,2,6079
Kia,Optima,2008,4.5,Petrol,Manual,246080,5,1,6078
Honda,CR-V,2007,1.6,Electric,Semi-Automatic,186107,3,1,6077
Ford,Explorer,2014,1.6,Diesel,Semi-Automatic,191195,2,2,6076
Honda,CR-V,2004,1.0,Diesel,Manual,11202,3,3,6075
Kia,Rio,2008,2.1,Diesel,Semi-Automatic,126259,2,5,6074
Honda,Civic,2000,4.6,Electric,Manual,231301,5,5,6073
Honda,CR-V,2002,3.5,Hybrid,Manual,156493,4,4,6070
Mercedes,E-Class,2002,2.3,Petrol,Semi-Automatic,46455,5,3,6070
BMW,5 Series,2004,2.7,Electric,Manual,196545,3,2,6069
Ford,Fiesta,2005,4.9,Petrol,Automatic,296548,5,5,6069
Chevrolet,Equinox,2013,3.7,Petrol,Semi-Automatic,281563,3,4,6068
Toyota,RAV4,2008,3.5,Electric,Semi-Automatic,296747,3,1,6065
Volkswagen,Tiguan,2009,2.1,Diesel,Automatic,216808,5,1,6063
Chevrolet,Malibu,2010,3.1,Petrol,Semi-Automatic,206820,2,3,6063
Mercedes,C-Class,2013,3.8,Diesel,Semi-Automatic,286873,5,1,6062
Chevrolet,Malibu,2001,4.0,Petrol,Manual,116934,2,2,6061
Toyota,Corolla,2007,4.9,Diesel,Manual,251921,2,1,6061
Toyota,Camry,2008,3.6,Petrol,Automatic,276911,5,2,6061
Toyota,RAV4,2021,1.4,Petrol,Manual,286903,5,3,6061
Mercedes,C-Class,2009,3.3,Diesel,Automatic,277044,3,2,6059
Hyundai,Tucson,2005,3.6,Petrol,Semi-Automatic,157073,2,1,6058
Mercedes,E-Class,2017,1.5,Hybrid,Manual,282064,4,3,6058
Chevrolet,Impala,2005,3.2,Petrol,Manual,137054,2,1,6058
Chevrolet,Impala,2009,3.1,Petrol,Manual,192172,5,5,6056
Toyota,Camry,2005,3.5,Electric,Semi-Automatic,252280,5,1,6054
Honda,Accord,2010,2.4,Electric,Semi-Automatic,272383,3,4,6052
Hyundai,Sonata,2008,1.4,Electric,Semi-Automatic,192410,5,3,6051
Kia,Optima,2006,4.6,Hybrid,Manual,272450,4,3,6051
Mercedes,C-Class,2013,1.6,Petrol,Semi-Automatic,177460,4,2,6050
Toyota,RAV4,2007,2.6,Electric,Manual,237475,5,4,6050
Ford,Explorer,2002,1.6,Diesel,Manual,12478,5,5,6050
Chevrolet,Malibu,2005,4.4,Electric,Manual,297538,4,3,6049
Mercedes,C-Class,2007,3.6,Petrol,Automatic,262571,4,3,6048
Hyundai,Sonata,2009,4.2,Diesel,Semi-Automatic,247601,4,5,6047
Ford,Explorer,2011,1.1,Diesel,Manual,122843,2,5,6043
Honda,CR-V,2003,3.2,Diesel,Semi-Automatic,107935,2,1,6041
Chevrolet,Impala,2001,4.7,Electric,Manual,252930,3,1,6041
Toyota,Corolla,2017,1.5,Hybrid,Semi-Automatic,283042,3,1,6039
Chevrolet,Equinox,2007,1.9,Electric,Manual,203009,3,3,6039
BMW,5 Series,2001,2.2,Electric,Automatic,203100,4,4,6038
Mercedes,C-Class,2012,2.0,Diesel,Manual,183085,3,5,6038
Audi,Q5,2015,1.2,Hybrid,Manual,238115,5,5,6037
Chevrolet,Malibu,2009,1.6,Diesel,Automatic,193104,5,1,6037
Volkswagen,Golf,2003,2.1,Hybrid,Semi-Automatic,103278,3,3,6034
Chevrolet,Impala,2005,5.0,Hybrid,Manual,278430,4,3,6031
Kia,Sportage,2003,2.3,Diesel,Automatic,138463,5,1,6030
Toyota,Corolla,2016,1.2,Petrol,Semi-Automatic,203550,2,3,6029
Audi,A4,2005,2.0,Petrol,Automatic,153520,5,2,6029
BMW,X5,2008,4.4,Petrol,Semi-Automatic,243542,3,3,6029
Mercedes,C-Class,2010,4.3,Diesel,Semi-Automatic,268505,3,2,6029
Toyota,Corolla,2002,2.2,Diesel,Automatic,118575,2,1,6028
Kia,Sportage,2014,1.8,Petrol,Automatic,278674,4,3,6026
Ford,Explorer,2005,4.0,Hybrid,Semi-Automatic,228725,4,2,6025
Volkswagen,Passat,2018,2.5,Petrol,Manual,298898,3,2,6022
Mercedes,GLA,2002,4.8,Diesel,Automatic,248863,2,1,6022
Ford,Fiesta,2000,4.2,Hybrid,Manual,163947,5,4,6021
Ford,Explorer,2002,4.0,Hybrid,Automatic,258945,4,3,6021
Audi,Q5,2000,2.8,Diesel,Semi-Automatic,43964,2,5,6020
Kia,Sportage,2007,1.9,Electric,Semi-Automatic,203974,2,5,6020
Audi,Q5,2001,2.3,Petrol,Semi-Automatic,34035,3,3,6019
Mercedes,E-Class,2005,4.3,Hybrid,Manual,244060,2,3,6018
Mercedes,E-Class,2004,4.0,Diesel,Manual,164121,3,5,6017
Audi,A3,2012,2.8,Petrol,Semi-Automatic,224164,2,4,6016
Ford,Explorer,2000,1.8,Petrol,Automatic,69308,5,3,6013
Chevrolet,Equinox,2002,3.9,Diesel,Automatic,204351,5,3,6012
Audi,A3,2005,3.1,Diesel,Manual,134428,4,1,6011
Ford,Explorer,2009,2.1,Electric,Manual,244561,4,4,6008
Mercedes,GLA,2022,1.1,Petrol,Manual,289633,4,1,6007
Toyota,Camry,2011,3.9,Diesel,Semi-Automatic,264755,4,5,6004
Toyota,Corolla,2007,1.7,Electric,Manual,194896,3,1,6002
Ford,Fiesta,2006,3.9,Hybrid,Semi-Automatic,239992,3,2,6000
Volkswagen,Tiguan,2011,2.6,Diesel,Semi-Automatic,199966,3,2,6000
Hyundai,Elantra,2019,1.5,Petrol,Manual,264951,4,1,6000
Toyota,Camry,2015,2.3,Petrol,Semi-Automatic,245126,3,3,5997
Hyundai,Sonata,2016,2.8,Petrol,Semi-Automatic,285357,2,5,5992
Kia,Sportage,2014,1.3,Diesel,Semi-Automatic,180373,5,5,5992
Volkswagen,Passat,2007,3.7,Electric,Manual,295514,2,4,5989
BMW,3 Series,2004,3.0,Electric,Manual,215571,3,5,5988
Ford,Explorer,2002,4.8,Petrol,Semi-Automatic,175627,5,3,5987
Ford,Focus,2015,3.1,Petrol,Manual,285634,5,5,5987
Toyota,Camry,2007,3.2,Hybrid,Manual,220661,4,3,5986
Kia,Rio,2001,4.3,Electric,Manual,235657,5,3,5986
BMW,5 Series,2010,2.5,Diesel,Semi-Automatic,180671,5,5,5986
Chevrolet,Equinox,2002,3.2,Diesel,Manual,95716,5,4,5985
Volkswagen,Golf,2008,1.8,Hybrid,Semi-Automatic,165836,4,5,5983
Volkswagen,Golf,2003,2.4,Petrol,Automatic,145921,5,2,5981
Honda,CR-V,2002,1.8,Diesel,Automatic,100995,3,5,5980
Volkswagen,Golf,2001,2.8,Diesel,Manual,61013,3,4,5979
Ford,Focus,2016,2.0,Diesel,Manual,246034,2,5,5979
Toyota,Camry,2006,4.5,Diesel,Automatic,296119,2,1,5977
Hyundai,Elantra,2004,1.4,Diesel,Semi-Automatic,36153,5,4,5976
Kia,Optima,2001,1.7,Hybrid,Manual,56182,3,4,5976
Hyundai,Elantra,2008,2.8,Petrol,Manual,166274,4,5,5974
Ford,Fiesta,2001,1.9,Diesel,Automatic,91289,4,4,5974
Toyota,Camry,2014,1.4,Hybrid,Semi-Automatic,236449,3,4,5971
Chevrolet,Impala,2012,2.8,Diesel,Manual,226494,5,2,5970
Hyundai,Sonata,2011,2.4,Electric,Semi-Automatic,291467,3,1,5970
Honda,Civic,2012,1.5,Diesel,Automatic,236484,2,5,5970
Chevrolet,Malibu,2007,1.7,Petrol,Semi-Automatic,96592,5,1,5968
Hyundai,Sonata,2000,1.6,Electric,Automatic,161695,4,1,5966
Honda,Accord,2006,3.4,Electric,Semi-Automatic,266689,3,3,5966
BMW,3 Series,2015,1.2,Hybrid,Manual,241727,5,1,5965
Ford,Explorer,2007,4.9,Petrol,Manual,256751,4,4,5964
BMW,X5,2013,2.3,Petrol,Semi-Automatic,216833,4,3,5963
Audi,A4,2003,1.2,Diesel,Manual,11817,4,1,5963
Honda,Civic,2011,2.5,Hybrid,Semi-Automatic,246900,5,2,5962
Honda,Accord,2007,2.5,Diesel,Automatic,211916,2,5,5961
Kia,Optima,2006,2.5,Hybrid,Semi-Automatic,172054,3,5,5958
Ford,Explorer,2002,2.5,Diesel,Automatic,137131,3,3,5957
Ford,Explorer,2011,3.0,Diesel,Automatic,297131,3,3,5957
Kia,Optima,2015,1.1,Electric,Semi-Automatic,287171,5,2,5956
BMW,5 Series,2015,1.9,Hybrid,Semi-Automatic,277207,3,3,5955
Ford,Focus,2009,3.6,Diesel,Manual,222222,4,1,5955
Toyota,Camry,2013,2.2,Hybrid,Manual,262285,4,4,5954
Honda,Accord,2003,4.7,Petrol,Automatic,262487,3,2,5950
Honda,Civic,2002,1.5,Petrol,Manual,12478,3,3,5950
Mercedes,C-Class,2010,1.3,Electric,Manual,222606,4,2,5947
Ford,Explorer,2006,3.1,Electric,Semi-Automatic,252610,2,3,5947
Chevrolet,Malibu,2002,3.7,Hybrid,Semi-Automatic,172677,4,5,5946
Volkswagen,Passat,2005,3.8,Petrol,Automatic,247689,3,5,5946
Hyundai,Sonata,2004,1.6,Electric,Semi-Automatic,147680,4,4,5946
Kia,Optima,2002,1.0,Diesel,Automatic,62764,3,5,5944
Audi,Q5,2002,3.5,Diesel,Manual,112872,2,1,5942
Mercedes,GLA,2003,3.6,Petrol,Automatic,207893,2,2,5942
BMW,5 Series,2008,1.7,Petrol,Manual,112874,5,2,5942
Audi,Q5,2004,2.1,Hybrid,Manual,122932,2,1,5941
Audi,Q5,2014,1.7,Diesel,Manual,202918,3,3,5941
Audi,A3,2008,4.5,Diesel,Manual,252980,2,5,5940
Mercedes,E-Class,2010,3.3,Diesel,Automatic,297971,2,3,5940
Kia,Sportage,2005,1.0,Diesel,Semi-Automatic,33013,3,1,5939
Toyota,RAV4,2005,1.4,Electric,Manual,153024,4,1,5939
Volkswagen,Passat,2014,1.4,Hybrid,Manual,238001,2,5,5939
Toyota,Corolla,2000,3.4,Hybrid,Manual,128068,2,2,5938
Toyota,RAV4,2007,3.7,Electric,Manual,298099,5,1,5938
Hyundai,Sonata,2010,1.2,Hybrid,Manual,168486,4,2,5930
Honda,Accord,2000,1.2,Electric,Semi-Automatic,68512,5,4,5929
Honda,Civic,2007,3.5,Hybrid,Semi-Automatic,238600,2,3,5928
Hyundai,Elantra,2009,2.0,Diesel,Manual,143597,3,3,5928
Mercedes,GLA,2010,1.8,Petrol,Automatic,223845,2,3,5923
Kia,Rio,2001,3.9,Hybrid,Manual,168949,2,2,5921
Ford,Focus,2007,3.6,Hybrid,Manual,243957,2,1,5920
Mercedes,GLA,2000,4.4,Petrol,Semi-Automatic,128955,3,3,5920
Honda,Civic,2003,1.3,Petrol,Semi-Automatic,19031,3,2,5919
Honda,Accord,2000,2.8,Petrol,Automatic,124129,4,3,5917
Honda,CR-V,2003,3.9,Electric,Semi-Automatic,249104,5,4,5917
Toyota,RAV4,2001,1.7,Electric,Automatic,184210,2,3,5915
Chevrolet,Equinox,2002,4.3,Petrol,Semi-Automatic,154339,3,1,5913
Chevrolet,Equinox,2013,2.0,Diesel,Automatic,279322,3,5,5913
Kia,Rio,2003,4.1,Hybrid,Manual,209373,3,3,5912
Toyota,RAV4,2006,4.6,Petrol,Semi-Automatic,229372,5,4,5912
Toyota,RAV4,2004,2.0,Electric,Automatic,244381,4,2,5912
Ford,Fiesta,2007,1.5,Electric,Manual,189411,4,1,5911
Audi,Q5,2000,4.4,Electric,Manual,229438,5,1,5911
Chevrolet,Malibu,2002,1.4,Electric,Manual,109489,2,5,5910
Ford,Explorer,2004,3.6,Petrol,Automatic,224461,2,3,5910
Ford,Explorer,2006,4.5,Diesel,Automatic,299643,2,2,5907
Volkswagen,Tiguan,2009,1.2,Hybrid,Automatic,229601,2,2,5907
Toyota,Camry,2017,1.3,Hybrid,Manual,279642,2,5,5907
Volkswagen,Tiguan,2001,3.3,Diesel,Semi-Automatic,89757,3,4,5904
BMW,X5,2003,4.1,Electric,Semi-Automatic,259753,4,5,5904
Volkswagen,Passat,2008,2.6,Diesel,Semi-Automatic,159839,4,2,5903
Ford,Explorer,2000,4.5,Petrol,Manual,134919,5,5,5901
Ford,Explorer,2009,2.1,Hybrid,Manual,200018,2,3,5899
Hyundai,Sonata,2003,1.3,Petrol,Manual,20083,5,4,5898
Chevrolet,Equinox,2009,3.8,Hybrid,Manual,285303,3,2,5893
Honda,Accord,2012,2.2,Hybrid,Manual,250415,5,1,5891
Audi,A3,2016,1.6,Diesel,Manual,230431,4,5,5891
Mercedes,E-Class,2009,3.6,Diesel,Manual,225418,2,5,5891
Volkswagen,Golf,2010,3.1,Hybrid,Semi-Automatic,265548,5,4,5889
Volkswagen,Passat,2019,1.3,Diesel,Manual,260581,3,1,5888
Mercedes,C-Class,2004,1.7,Hybrid,Semi-Automatic,105588,5,3,5888
Kia,Rio,2016,2.5,Petrol,Manual,275604,3,5,5887
Ford,Focus,2000,4.0,Electric,Semi-Automatic,210630,3,3,5887
Toyota,RAV4,2020,1.4,Diesel,Semi-Automatic,280732,4,3,5885
Chevrolet,Equinox,2020,1.5,Diesel,Manual,285725,5,4,5885
Volkswagen,Golf,2011,1.8,Electric,Manual,265824,2,2,5883
Volkswagen,Passat,2000,1.5,Electric,Automatic,160968,5,2,5880
Volkswagen,Tiguan,2006,3.9,Diesel,Semi-Automatic,196034,4,5,5879
Ford,Focus,2001,2.7,Diesel,Manual,61030,5,5,5879
BMW,X5,2004,1.0,Hybrid,Semi-Automatic,71056,3,5,5878
Honda,Accord,2002,1.9,Electric,Semi-Automatic,136171,2,1,5876
Hyundai,Tucson,2007,2.8,Diesel,Automatic,231194,2,1,5876
Kia,Optima,2004,4.2,Hybrid,Semi-Automatic,231221,3,4,5875
Ford,Focus,2019,1.6,Diesel,Semi-Automatic,276274,2,3,5874
Mercedes,C-Class,2005,2.7,Electric,Manual,221258,5,2,5874
Chevrolet,Equinox,2003,4.5,Diesel,Manual,181368,2,4,5872
Kia,Rio,2015,1.1,Petrol,Manual,191414,5,5,5871
Hyundai,Tucson,2001,4.1,Diesel,Semi-Automatic,131476,4,3,5870
Hyundai,Tucson,2002,2.6,Electric,Semi-Automatic,171522,2,4,5869
Audi,Q5,2005,4.4,Petrol,Automatic,281565,5,2,5868
Chevrolet,Impala,2007,2.5,Electric,Manual,241571,2,5,5868
Mercedes,C-Class,2009,2.5,Electric,Manual,271667,3,3,5866
Mercedes,E-Class,2002,3.1,Hybrid,Manual,146775,2,4,5864
Kia,Optima,2009,1.7,Hybrid,Manual,181774,3,3,5864
BMW,5 Series,2003,1.3,Electric,Semi-Automatic,121763,3,1,5864
Toyota,RAV4,2013,3.8,Petrol,Semi-Automatic,296839,2,2,5863
Volkswagen,Golf,2003,3.5,Petrol,Manual,131830,4,5,5863
BMW,5 Series,2013,1.3,Hybrid,Automatic,296824,2,3,5863
Ford,Fiesta,2009,2.7,Petrol,Semi-Automatic,181856,2,1,5862
Chevrolet,Impala,2008,1.4,Hybrid,Semi-Automatic,151880,3,1,5862
Honda,Civic,2017,2.6,Petrol,Semi-Automatic,296890,2,3,5862
Kia,Sportage,2000,3.4,Hybrid,Manual,131933,4,1,5861
Hyundai,Elantra,2001,4.6,Diesel,Automatic,231983,4,2,5860
Chevrolet,Impala,2004,1.2,Electric,Semi-Automatic,132112,5,1,5857
Ford,Fiesta,2002,1.2,Petrol,Semi-Automatic,2113,3,1,5857
Ford,Explorer,2008,2.1,Petrol,Manual,137146,5,5,5857
Chevrolet,Malibu,2013,1.2,Diesel,Automatic,242279,3,2,5854
Toyota,RAV4,2011,1.6,Petrol,Semi-Automatic,157351,2,5,5852
BMW,5 Series,2013,2.4,Hybrid,Semi-Automatic,277398,2,5,5852
Hyundai,Sonata,2014,2.0,Diesel,Manual,222492,4,3,5850
Toyota,Camry,2008,3.4,Diesel,Semi-Automatic,202840,2,4,5843
Volkswagen,Tiguan,2006,1.3,Electric,Automatic,242962,5,4,5840
Volkswagen,Golf,2009,2.8,Hybrid,Manual,238049,2,2,5839
Honda,Civic,2004,3.5,Petrol,Automatic,223180,5,4,5836
Hyundai,Tucson,2006,4.7,Diesel,Manual,238219,3,2,5835
Hyundai,Sonata,2014,2.2,Diesel,Manual,233223,3,4,5835
Honda,Accord,2001,3.4,Diesel,Automatic,173293,2,5,5834
Audi,A4,2012,1.5,Diesel,Manual,168254,5,5,5834
Honda,Accord,2005,2.8,Electric,Manual,228351,2,2,5832
Honda,Civic,2006,1.9,Petrol,Manual,98427,3,1,5831
Honda,Civic,2004,1.0,Diesel,Semi-Automatic,23445,4,5,5831
BMW,5 Series,2000,1.7,Hybrid,Semi-Automatic,48457,2,2,5830
Volkswagen,Golf,2009,3.8,Hybrid,Manual,288635,4,2,5827
Kia,Rio,2001,3.6,Petrol,Automatic,183666,4,5,5826
Ford,Explorer,2001,2.9,Hybrid,Automatic,198686,4,5,5826
Mercedes,C-Class,2007,2.0,Petrol,Semi-Automatic,118689,5,1,5826
Mercedes,C-Class,2002,3.6,Hybrid,Semi-Automatic,173748,4,5,5825
Honda,Accord,2006,1.7,Hybrid,Automatic,213893,2,1,5822
Volkswagen,Golf,2004,2.8,Diesel,Manual,113910,4,4,5821
Ford,Focus,2007,3.0,Hybrid,Manual,219068,3,5,5818
Chevrolet,Impala,2002,3.4,Diesel,Manual,114107,4,3,5817
Kia,Optima,2005,1.1,Petrol,Semi-Automatic,44195,5,5,5816
Audi,A4,2003,3.6,Hybrid,Manual,189266,3,5,5814
BMW,X5,2001,3.2,Electric,Semi-Automatic,189265,2,4,5814
Mercedes,E-Class,2005,2.6,Hybrid,Semi-Automatic,169337,3,5,5813
Hyundai,Elantra,2002,3.3,Hybrid,Semi-Automatic,159436,5,4,5811
Ford,Fiesta,2006,3.4,Electric,Semi-Automatic,274521,3,4,5809
Mercedes,C-Class,2010,1.9,Petrol,Semi-Automatic,159546,2,4,5809
Hyundai,Tucson,2015,2.2,Hybrid,Manual,299576,3,1,5808
Chevrolet,Malibu,2008,1.3,Hybrid,Semi-Automatic,149585,3,3,5808
Toyota,Camry,2005,2.7,Petrol,Manual,124590,2,2,5808
Mercedes,E-Class,2004,3.0,Petrol,Manual,124637,3,3,5807
Mercedes,E-Class,2008,4.7,Petrol,Manual,269660,3,5,5806
Chevrolet,Malibu,2011,4.4,Diesel,Manual,299696,3,5,5806
Honda,Accord,2005,2.4,Hybrid,Automatic,234690,4,3,5806
